190000,1174 MOUNT VERNON RD,COLUMBUS,MS,39702
190001,1175 HILDRETH RD,COLUMBUS,MS,39702
190002,118 CIMMARON DRIVE,STEENS,MS,39766
190003,118 HENRY ROAD,COLUMBUS,MS,39702
190004,118 JOHN GRAY RD,CRAWFORD,MS,39743
190005,118 MALLARD DR,COLUMBUS,MS,39702
190006,118 MALONE ST,CRAWFORD,MS,39743
190007,118 PAM AVE,GUNTOWN,MS,38849
190008,118 SEITZ ROAD,CRAWFORD,MS,39743
190009,1181 ISLAND RD,COLUMBUS,MS,39701
190010,1183 HUGHES RD,COLUMBUS,MS,39702
190011,1185 DODSON RD,CALEDONIA,MS,39740
190012,1186 TABERNACLE RD,COLUMBUS,MS,39702
190013,119 STELLA LANE,STEENS,MS,39766
190014,119 TIFFANY LN,COLUMBUS,MS,39702
190015,119 WHISPERING TREES,COLUMBUS,MS,39702
190016,1194 HILDRETH ROAD,COLUMBUS,MS,39702
190017,1195 HILDRETH ROAD,COLUMBUS,MS,39702
190018,12 CHRISTOPHER DR,COLUMBUS,MS,39702
190019,12 POWERS DR,STARKVILLE,MS,39759
190020,12 SANDSTONE CIRCLE,CALEDONIA,MS,39740
190021,12 SUBDIVISION RD,COLUMBUS,MS,39701
190022,12 SUBDIVISION ROAD,COLUMBUS,MS,39701
190023,120 JOHN GRAY ROAD,CRAWFORD,MS,39743
190024,120 N BUTTERNUT DR,COLUMBUS,MS,39705
190025,120 N SMITH MILL RD,CALEDONIA,MS,39740
190026,120 RIVENDALE DR,COLUMBUS,MS,39702
190027,120 RIVENDALE DRIVE,COLUMBUS,MS,39702
190028,120 SLEDGE LN,MACON,MS,39341
190029,1200 DOWDLE RD,CALEDONIA,MS,39740
190030,1200 PLEASANT HILL RD,COLUMBUS,MS,39702
190031,1201 10TH AVE N,COLUMBUS,MS,39705
190032,12014 HIGHWAY 69 S,COLUMBUS,MS,39702
190033,12014 HWY. 69 SOUTH,COLUMBUS,MS,39702
190034,12014 MS-69,COLUMBUS,MS,39702
190035,1202 OLD YORKVILLE RD S,COLUMBUS,MS,39702
190036,12033 HIGHWAY 45 N,COLUMBUS,MS,39705
190037,1208 LAKE LOWNDES RD,COLUMBUS,MS,39702
190038,1208 LAKE LOWNDES ROAD,COLUMBUS,MS,39702
190039,12082 HWY 45 ALT SOUTH,CRAWFORD,MS,39743
190040,1209 TABERNACLE RD,COLUMBUS,MS,39702
190041,121 3RD STREET S,COLUMBUS,MS,39701
190042,121 BEATTY RD,COLUMBUS,MS,39702
190043,121 DEER TRL,COLUMBUS,MS,39702
190044,121 DEERFIELD DR,COLUMBUS,MS,39702
190045,121 DEERFIELD DRIVE,COLUMBUS,MS,39702
190046,121 ELLIS STREET,ARTESIA,MS,39736
190047,121 GERRY DR,COLUMBUS,MS,39702
190048,121 GERRY DRIVE,COLUMBUS,MS,39702
190049,121 HOLLIMAN CIR,COLUMBUS,MS,39702
190050,121 HOLLIMAN CIRCLE,COLUMBUS,MS,39702
190051,121 JOHNNIE RD,COLUMBUS,MS,39702
190052,121 JONES DR,COLUMBUS,MS,39702
190053,121 MAIN ST,CALEDONIA,MS,39740
190054,121 MALONE ST,CRAWFORD,MS,39743
190055,121 WANDA LN,COLUMBUS,MS,39705
190056,12124 HIGHWAY 69 S,COLUMBUS,MS,39702
190057,1213 CASEY LN,COLUMBUS,MS,39702
190058,1214 DALE RD,CALEDONIA,MS,39740
190059,122 ANDERSON GROVE RD,CALEDONIA,MS,39740
190060,122 BEGONIA DR,COLUMBUS,MS,39702
190061,122 BILL WALKER DR,COLUMBUS,MS,39702
190062,122 DEERFIELD,COLUMBUS,MS,39702
190063,122 DEERFIELD DR,COLUMBUS,MS,39702
190064,122 DUNCAN RD,CALEDONIA,MS,39740
190065,122 GODFREY RD,CRAWFORD,MS,39743
190066,122 ROBIN ST,COLUMBUS,MS,39702
190067,123 CEDAR POINT DR,CALEDONIA,MS,39740
190068,123 CEDAR POINT DRIVE,CALEDONIA,MS,39740
190069,123 DEERFIELD DRIVE,COLUMBUS,MS,39702
190070,123 DUNCAN RD,CALEDONIA,MS,39740
190071,123 ELLIS LOOP,ARTESIA,MS,39736
190072,123 FREEMAN RD,CALEDONIA,MS,39740
190073,123 KING'S PATH,COLUMBUS,MS,39702
190074,1230 HARRISON RD,STEENS,MS,39766
190075,1236 LEE STOKES RD,COLUMBUS,MS,39702
190076,1236 LEE STOKES RD.,COLUMBUS,MS,39702
190077,1236 LEE STOKES ROAD,COLUMBUS,MS,39702
190078,1237 MAGNOLIA DR,MACON,MS,39341
190079,123A HELEN CIR,STARKVILLE,MS,39759
190080,124 BURNS DR,COLUMBUS,MS,39702
190081,124 BURNS DRIVE,COLUMBUS,MS,39702
190082,124 DEERFIELD DR,COLUMBUS,MS,39702
190083,124 JOHN SMART RD,CRAWFORD,MS,39743
190084,124 N CHURCH ST,CALEDONIA,MS,39740
190085,124 PICKENSVILLE RD,COLUMBUS,MS,39702
190086,124 REEVES RD,COLUMBUS,MS,39702
190087,124 SUGAR HILL ST,CRAWFORD,MS,39743
190088,124 TERRACEVIEW LN,COLUMBUS,MS,39702
190089,124 THOMPSON,ARTESIA,MS,39736
190090,124 WHIPPOORWILL DR,CALEDONIA,MS,39740
190091,1242 ANDERSON GROVE RD,CALEDONIA,MS,39740
190092,1242 ANDERSON GROVE ROAD,CALEDONIA,MS,39740
190093,1246 MAHORNER RD,SHUQUALAK,MS,39361
190094,1246 TABERNACLE RD,COLUMBUS,MS,39702
190095,125 ACORN DR,COLUMBUS,MS,39705
190096,125 CRENSHAW DR,COLUMBUS,MS,39702
190097,125 CRENSHAW DRIVE,COLUMBUS,MS,39702
190098,125 MAYFIELD DR,WEST POINT,MS,39773
190099,125 MITCHELL DR,STEENS,MS,39766
190100,125 N BUTTERNUT,COLUMBUS,MS,39705
190101,125 N BUTTERNUT DR,COLUMBUS,MS,39705
190102,125 N WALNUT DR,COLUMBUS,MS,39705
190103,1250 MAIN ST,CALEDONIA,MS,39740
190104,1252 BEERSHEBA RD,COLUMBUS,MS,39702
190105,1252 BEERSHEBA ROAD,COLUMBUS,MS,39702
190106,12556 HIGHWAY 12 E,CALEDONIA,MS,39740
190107,12556 MS-12,CALEDONIA,MS,39740
190108,126 BAKER DRIVE,COLUMBUS,MS,39702
190109,126 BAKER STREET,COLUMBUS,MS,39702
190110,126 BARTON FERRY RD,COLUMBUS,MS,39705
190111,126 BARTON FERRY ROAD,COLUMBUS,MS,39705
190112,126 LAKEOVER DR W,COLUMBUS,MS,39702
190113,126 MICHAELA DR,COLUMBUS,MS,39702
190114,126 MITCHELL DR,STEENS,MS,39766
190115,126 MORTON RD,COLUMBUS,MS,39702
190116,126 ORA LN,CALEDONIA,MS,39740
190117,126 PINECREST CIR,COLUMBUS,MS,39702
190118,126 PINECREST CIRCLE,COLUMBUS,MS,39702
190119,126 RENEE CIR,COLUMBUS,MS,39705
190120,1260 LEE STOKES RD,COLUMBUS,MS,39702
190121,1260 LEE STOKES ROAD,COLUMBUS,MS,39702
190122,1262 LACY ROAD,COLUMBUS,MS,39702
190123,1262 MIKE PARRA RD,COLUMBUS,MS,39705
190124,127 CHEROKEE RD,COLUMBUS,MS,39705
190125,127 E. CHERRY ST.,COLUMBUS,MS,39702
190126,127 E. CHERRY STREET STREET,COLUMBUS,MS,39702
190127,127 LARKIN,STEENS,MS,39766
190128,127 PINECREST CIR,COLUMBUS,MS,39702
190129,127 PINECREST CIRCLE,COLUMBUS,MS,39702
190130,127 PLEASANT DR,COLUMBUS,MS,39702
190131,1272 CAL-STEENS ROAD,STEENS,MS,39766
190132,1273 MCCULLOUGH,CALEDONIA,MS,39740
190133,1276 WEST MINNIE VAUGHN RD,COLUMBUS,MS,39701
190134,128 BRISBANE DR APT 4,COLUMBUS,MS,39702
190135,128 SPURLOCK RD,COLUMBUS,MS,39702
190136,1280 MOUNT CARMEL RD,MILLPORT,AL,35576
190137,1281 HUGHES RD.,COLUMBUS,MS,39702
190138,1281 LAKE LOWNDES RD,COLUMBUS,MS,39702
190139,1281 LAKE LOWNDES ROAD,COLUMBUS,MS,39702
190140,1284 PHILLIPS HILL RD,COLUMBUS,MS,39702
190141,1284 PHILLIPS HILL ROAD,COLUMBUS,MS,39702
190142,129 BOWLING GREEN CIR,COLUMBUS,MS,39702
190143,129 BOWLING GREEN CIRCLE,COLUMBUS,MS,39702
190144,129 DAY CIR,COLUMBUS,MS,39705
190145,129 DRAKE CIR,COLUMBUS,MS,39702
190146,129 MARTIN LUTHER KING JR DR,CRAWFORD,MS,39743
190147,129 MLK DR,CRAWFORD,MS,39743
190148,129 NATURE TRL,COLUMBUS,MS,39702
190149,129 NATURE TRL,COLUMBUS,MS,39766
190150,129 QUAIL RUN DR,COLUMBUS,MS,39702
190151,129 QUAIL RUN DRIVE,COLUMBUS,MS,39702
190152,129 WINDCHASE DR,COLUMBUS,MS,39702
190153,1294 STANLEY ROAD,CALEDONIA,MS,39740
190154,1296 STANLEY RD,CALEDONIA,MS,39740
190155,1299 CROWE ROAD,COLUMBUS,MS,39702
190156,13 ANGELA DR,COLUMBUS,MS,39702
190157,13 CRENSHAW DRIVE,COLUMBUS,MS,39702
190158,13 PRISCELLA CIR,COLUMBUS,MS,39705
190159,13 SUNKEN RD,STEENS,MS,39766
190160,13 SUNNY VALLEY CV,COLUMBUS,MS,39705
190161,130 ASBURY DR,STARKVILLE,MS,39759
190162,130 COULTER ST,CALEDONIA,MS,39740
190163,130 DOWNS RD,COLUMBUS,MS,39705
190164,130 HODGES RD,COLUMBUS,MS,39705
190165,130 LONG ST,CRAWFORD,MS,39743
190166,130 LONG STREET,CRAWFORD,MS,39743
190167,130 OAKDALE DR,COLUMBUS,MS,39705
190168,130 TABATHA LN,COLUMBUS,MS,39702
190169,130 TABITHA LANE,COLUMBUS,MS,39702
190170,130 WREN ST,COLUMBUS,MS,39702
190171,130 WREN STREET,COLUMBUS,MS,39702
190172,1300 FLINT HILL ROAD,CALEDONIA,MS,39740
190173,1300 SEED TICK RD,CALEDONIA,MS,39740
190174,1301 CAL STEENS ROAD,CALEDONIA,MS,39740
190175,1301 CALEDONIA STEENS RD,STEENS,MS,39740
190176,1301 CALEDONIA STEENS RD,STEENS,MS,39766
190177,1302 HUGHES ROAD,COLUMBUS,MS,39702
190178,1305 WILEY RD,CALEDONIA,MS,39740
190179,1307 BLAYLOCK ROAD,COLUMBUS,MS,39702
190180,131 CEDARCREST DR,COLUMBUS,MS,39702
190181,131 DOE DOE LN,COLUMBUS,MS,39702
190182,131 HOTEL ST,CRAWFORD,MS,39743
190183,131 JUANITA ST,COLUMBUS,MS,39702
190184,131 WREN STREET,COLUMBUS,MS,39702
190185,1310 STEENS VERNON RD,STEENS,MS,39766
190186,1315 LOUISVILLE ST UNIT D,STARKVILLE,MS,39759
190187,1315 WILEY RD,CALEDONIA,MS,39740
